,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
7092,45,technician,married,professional.course,no,no,no,telephone,may,thu,455,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27450,29,management,single,university.degree,no,yes,no,cellular,nov,fri,155,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
10844,35,admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,wed,24,10,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
13052,48,management,married,high.school,no,yes,no,cellular,jul,tue,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7094,34,management,married,university.degree,no,no,no,telephone,may,thu,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19166,37,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,211,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
18486,35,technician,single,professional.course,unknown,yes,no,cellular,jul,thu,105,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
29078,45,admin.,married,high.school,no,no,no,cellular,apr,fri,191,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17080,53,management,married,university.degree,no,yes,no,cellular,jul,fri,136,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28562,44,technician,single,professional.course,no,no,no,cellular,apr,wed,609,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
12603,31,admin.,married,university.degree,no,no,no,telephone,jul,mon,211,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34933,29,blue-collar,divorced,high.school,no,yes,no,cellular,may,fri,1452,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
26960,32,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,324,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
34536,35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,20,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
16865,45,admin.,married,unknown,unknown,no,no,cellular,jul,thu,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33355,32,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,286,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13341,39,admin.,divorced,high.school,unknown,yes,no,cellular,jul,wed,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13474,32,admin.,divorced,university.degree,no,no,no,cellular,jul,thu,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
21384,31,admin.,single,university.degree,no,no,no,cellular,aug,tue,192,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
14515,27,services,single,high.school,no,unknown,unknown,telephone,jul,tue,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19847,32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,233,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
38278,48,admin.,married,basic.6y,no,yes,no,cellular,oct,tue,115,2,5,2,success,-3.4,92.431,-26.9,0.742,5017.5,no
15922,22,student,single,university.degree,no,yes,no,telephone,jul,mon,138,12,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
29621,36,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,59,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22052,31,technician,single,university.degree,no,no,no,cellular,aug,wed,559,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
14382,26,technician,single,high.school,no,yes,yes,cellular,jul,mon,894,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
3256,53,services,married,high.school,unknown,no,no,telephone,may,thu,203,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
20213,45,admin.,married,university.degree,no,no,no,cellular,aug,mon,608,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
4135,27,admin.,single,university.degree,no,yes,no,telephone,may,mon,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
16197,31,self-employed,single,high.school,no,no,no,cellular,jul,tue,196,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
16611,57,technician,married,basic.4y,unknown,no,no,cellular,jul,wed,158,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28901,37,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,180,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17954,41,housemaid,divorced,high.school,unknown,yes,yes,cellular,jul,tue,185,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
14738,24,admin.,single,high.school,no,no,no,cellular,jul,wed,220,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
8313,53,housemaid,married,basic.4y,no,unknown,unknown,telephone,jun,tue,259,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35337,47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,934,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
33830,30,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,155,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
12068,27,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
12097,44,blue-collar,single,basic.6y,no,no,no,telephone,jun,fri,247,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
1198,48,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,604,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31756,32,admin.,married,university.degree,no,yes,no,cellular,may,thu,242,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
35965,29,admin.,married,university.degree,no,yes,no,cellular,may,mon,93,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
36681,32,technician,single,professional.course,no,yes,no,cellular,jun,fri,329,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,no
6833,35,blue-collar,single,professional.course,no,no,yes,telephone,may,wed,600,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2370,39,self-employed,single,university.degree,no,no,no,telephone,may,tue,311,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33553,46,technician,married,professional.course,no,yes,no,telephone,may,tue,34,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
28416,49,blue-collar,married,basic.6y,unknown,yes,yes,cellular,apr,thu,504,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
16678,39,technician,married,professional.course,no,unknown,unknown,cellular,jul,wed,68,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
20478,51,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
12196,43,blue-collar,single,basic.4y,no,no,no,telephone,jul,wed,660,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
38402,30,technician,married,professional.course,no,yes,no,cellular,oct,tue,427,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,yes
40424,27,admin.,single,university.degree,no,yes,no,cellular,aug,fri,177,2,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,yes
5133,42,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
10954,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,wed,320,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
11521,43,unemployed,married,professional.course,no,no,no,telephone,jun,fri,38,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
23233,48,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,58,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
694,53,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,13,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35949,36,admin.,married,university.degree,no,no,yes,cellular,may,mon,305,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
9857,30,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2869,41,technician,married,basic.9y,no,yes,no,telephone,may,wed,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
38249,32,admin.,married,professional.course,no,yes,no,cellular,oct,tue,435,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
40375,48,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,296,1,16,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
21740,31,technician,single,university.degree,no,no,yes,cellular,aug,tue,60,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18708,36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,10,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
34134,40,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,777,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27703,38,admin.,single,university.degree,no,yes,no,cellular,mar,mon,69,1,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,no
25991,34,entrepreneur,single,basic.9y,no,no,no,cellular,nov,wed,191,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
30358,28,admin.,married,university.degree,no,yes,no,cellular,apr,thu,63,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
22335,34,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,239,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18885,31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
31703,38,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
20205,43,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
12650,33,admin.,married,university.degree,no,yes,no,cellular,jul,mon,263,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9360,38,management,married,university.degree,no,no,no,telephone,jun,fri,197,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26421,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
14938,42,technician,married,high.school,unknown,no,no,cellular,jul,wed,252,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
20108,29,admin.,single,high.school,unknown,yes,no,cellular,aug,mon,102,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
11235,52,retired,divorced,basic.4y,unknown,yes,yes,telephone,jun,thu,26,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9767,38,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,96,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1436,43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,263,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39185,33,entrepreneur,single,professional.course,no,yes,no,cellular,mar,fri,373,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
35295,34,admin.,single,university.degree,no,yes,no,cellular,may,fri,266,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
3157,39,services,single,high.school,unknown,no,no,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25189,41,management,married,university.degree,no,yes,no,cellular,nov,tue,54,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
34138,32,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,1805,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
22381,29,technician,single,professional.course,no,yes,yes,cellular,aug,fri,202,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36257,31,services,married,basic.9y,no,yes,no,cellular,jun,mon,208,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
31994,36,management,married,university.degree,no,no,no,cellular,may,thu,272,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
7904,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
34526,33,management,single,university.degree,no,yes,no,telephone,may,thu,112,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
27137,33,blue-collar,single,basic.4y,no,no,no,cellular,nov,fri,60,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
27031,58,admin.,married,high.school,no,yes,no,cellular,nov,fri,441,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
36411,56,management,married,university.degree,no,yes,yes,cellular,jun,tue,673,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
9596,30,admin.,single,high.school,no,yes,no,telephone,jun,mon,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
15090,34,technician,single,professional.course,no,no,no,cellular,jul,thu,28,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
3442,31,student,single,unknown,unknown,yes,no,telephone,may,thu,267,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
21516,59,admin.,married,basic.4y,unknown,yes,no,cellular,aug,tue,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32067,30,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,142,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
19911,44,technician,divorced,high.school,unknown,yes,no,cellular,aug,fri,229,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
17259,53,retired,married,professional.course,no,no,no,cellular,jul,fri,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19746,42,admin.,married,university.degree,no,yes,no,cellular,aug,fri,231,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
14425,35,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,71,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
20365,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35866,32,technician,single,university.degree,no,no,no,cellular,may,fri,44,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
28186,44,technician,divorced,professional.course,no,no,no,cellular,apr,tue,208,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
1969,41,management,single,unknown,no,no,no,telephone,may,fri,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39367,58,services,married,high.school,no,yes,no,cellular,mar,mon,164,5,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,no
23615,46,admin.,married,high.school,no,no,no,cellular,aug,thu,16,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
12037,42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,75,5,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
32559,44,technician,married,professional.course,no,no,no,cellular,may,mon,13,6,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
12253,50,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jul,thu,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
36324,37,technician,single,university.degree,no,yes,no,cellular,jun,tue,96,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
29383,29,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,660,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
25036,33,technician,single,basic.9y,no,no,no,telephone,nov,tue,117,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
6111,48,technician,married,basic.6y,no,no,yes,telephone,may,tue,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17360,51,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,117,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9193,35,entrepreneur,divorced,high.school,no,no,no,telephone,jun,fri,106,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
13250,36,admin.,divorced,high.school,no,yes,yes,cellular,jul,wed,148,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40559,24,student,single,unknown,no,yes,no,cellular,sep,wed,300,1,5,1,success,-1.1,94.199,-37.5,0.886,4963.6,yes
19701,58,unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,147,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
13829,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,508,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9606,36,entrepreneur,married,high.school,no,yes,no,telephone,jun,mon,112,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17883,57,housemaid,married,high.school,unknown,no,no,telephone,jul,tue,317,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28277,41,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,95,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
6409,51,retired,married,professional.course,no,yes,yes,telephone,may,wed,78,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
24234,30,services,married,university.degree,no,yes,no,cellular,nov,mon,135,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
28640,40,entrepreneur,married,professional.course,unknown,yes,no,cellular,apr,thu,176,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
31450,54,technician,divorced,university.degree,no,yes,no,cellular,may,wed,57,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
9915,39,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,437,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37713,32,management,single,university.degree,no,no,no,cellular,aug,thu,149,1,3,2,success,-2.9,92.201,-31.4,0.851,5076.2,yes
16549,30,management,married,university.degree,no,unknown,unknown,cellular,jul,wed,173,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1921,40,housemaid,single,university.degree,no,yes,no,telephone,may,fri,237,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
30344,47,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,149,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
23517,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,137,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31403,39,unemployed,married,basic.9y,no,yes,no,cellular,may,wed,222,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
32750,29,admin.,divorced,basic.9y,no,yes,no,cellular,may,mon,226,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
9057,38,unemployed,married,basic.4y,unknown,no,no,telephone,jun,thu,54,26,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
11252,23,technician,single,professional.course,no,unknown,unknown,telephone,jun,thu,148,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7279,29,services,single,basic.4y,no,yes,no,telephone,may,thu,382,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
11588,27,admin.,single,university.degree,no,no,no,telephone,jun,fri,134,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
13649,30,blue-collar,married,professional.course,no,no,no,cellular,jul,thu,66,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2351,48,technician,married,high.school,no,no,yes,telephone,may,tue,340,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41131,58,management,married,university.degree,no,yes,no,cellular,nov,thu,193,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,no
5240,43,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,fri,536,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28493,30,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,178,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
22857,56,admin.,married,unknown,no,yes,no,cellular,aug,mon,476,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29831,47,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,68,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
24808,35,admin.,single,high.school,no,yes,no,cellular,nov,tue,106,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
32421,25,blue-collar,single,basic.9y,no,yes,yes,cellular,may,fri,238,6,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
11053,49,admin.,married,high.school,no,yes,no,telephone,jun,wed,135,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
33996,34,management,married,university.degree,no,yes,no,cellular,may,wed,77,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37657,37,admin.,married,university.degree,no,no,yes,cellular,aug,tue,66,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,no
15482,33,services,married,basic.9y,no,yes,no,cellular,jul,fri,169,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
14035,52,unemployed,married,university.degree,unknown,no,yes,cellular,jul,fri,118,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30734,36,self-employed,married,basic.9y,no,yes,yes,cellular,may,tue,731,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
7158,24,services,single,high.school,no,yes,no,telephone,may,thu,70,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
40091,39,admin.,divorced,university.degree,no,yes,yes,cellular,jul,mon,398,10,999,1,failure,-1.7,94.215,-40.3,0.827,4991.6,yes
35115,30,technician,single,professional.course,no,no,no,cellular,may,fri,1015,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
35241,41,admin.,married,high.school,unknown,no,no,cellular,may,fri,270,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
25721,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,911,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
13743,38,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,396,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
12486,36,housemaid,married,university.degree,no,yes,no,cellular,jul,mon,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35513,45,services,divorced,high.school,no,no,no,cellular,may,mon,15,9,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
